Customer_ID,Churn,Age,Gender,Income,Contract_Length,Plan_Type,Monthly_Charges,Call_Minutes,Data_Usage,Text_Messages,Roaming_Usage,Service_Calls,Payment_Method,Late_Payments,Satisfaction_Rating,Complaints,Contract_End_Date,Auto_Renewal,Data_Plan_Price,Contract_Changes,Device_Type
470,true,35,Female,43,54,postpaid,94,71,88,28,64,12,debit card,16,2,53,11/9/2023,false,41,78,tablet
471,false,80,Male,42,29,postpaid,94,46,25,92,24,78,bank transfer,72,3,63,8/1/2023,true,81,83,tablet
472,true,38,Female,64,92,postpaid,86,12,32,69,16,31,credit card,15,2,8,10/9/2024,true,20,14,tablet
473,false,68,Male,83,83,postpaid,41,11,54,45,44,50,credit card,28,3,46,7/30/2024,false,62,46,tablet
474,false,52,Female,6,83,prepaid,16,71,48,77,93,4,debit card,58,2,43,7/7/2023,true,60,96,feature phone
475,false,18,Genderqueer,57,32,prepaid,15,33,17,97,41,60,credit card,31,3,89,2/5/2024,true,61,37,smartphone
476,true,63,Male,30,88,prepaid,7,95,24,15,90,72,bank transfer,92,5,4,12/18/2023,false,97,16,feature phone
477,true,31,Female,90,49,prepaid,88,51,5,27,40,37,credit card,44,1,78,2/23/2022,false,20,30,feature phone
478,true,67,Female,16,33,postpaid,45,90,32,20,89,45,debit card,50,1,86,12/10/2024,false,81,82,smartphone
479,true,33,Female,82,16,postpaid,58,67,12,61,27,36,debit card,92,1,78,12/16/2025,true,12,18,smartphone
480,false,65,Male,26,23,prepaid,33,3,32,58,8,88,debit card,90,5,77,6/24/2024,false,7,81,tablet
481,false,53,Male,19,12,postpaid,89,9,63,27,91,74,credit card,46,5,1,12/29/2025,false,98,72,smartphone
482,false,23,Female,39,22,prepaid,67,67,61,52,14,99,credit card,9,5,82,4/5/2025,true,35,31,feature phone
483,false,61,Female,84,23,prepaid,19,35,30,22,88,53,bank transfer,64,5,34,2/16/2023,false,25,70,smartphone
484,true,28,Female,64,86,prepaid,69,31,35,3,92,31,bank transfer,12,3,60,7/3/2023,false,52,7,smartphone
485,true,58,Male,92,84,prepaid,61,59,38,75,52,73,credit card,44,2,23,11/23/2022,true,85,48,smartphone
486,false,55,Polygender,20,20,prepaid,32,47,52,53,32,35,bank transfer,43,1,99,5/21/2024,false,38,95,tablet
487,true,31,Female,77,43,postpaid,27,98,10,92,28,51,debit card,40,1,68,10/27/2023,true,1,79,smartphone
488,false,41,Female,95,42,postpaid,67,93,10,44,49,20,debit card,1,4,66,12/2/2022,false,14,8,tablet
489,true,52,Male,4,46,prepaid,11,80,49,71,86,51,bank transfer,67,4,27,7/22/2022,true,61,17,tablet
490,true,20,Female,26,89,postpaid,85,75,61,75,4,35,credit card,66,2,87,10/4/2025,true,6,16,smartphone
491,false,54,Female,61,46,prepaid,6,47,84,38,30,63,credit card,26,2,88,8/10/2024,false,53,29,tablet
492,false,75,Female,84,53,postpaid,52,46,85,26,68,73,debit card,88,3,64,7/18/2024,false,77,49,smartphone
493,true,33,Female,66,64,postpaid,18,86,38,96,57,55,credit card,68,4,84,12/21/2022,true,78,95,smartphone
494,true,41,Male,72,66,prepaid,54,16,55,99,93,53,debit card,45,4,83,2/10/2025,false,10,65,smartphone
495,true,40,Female,57,45,prepaid,69,38,63,83,6,22,credit card,19,4,24,12/22/2024,false,80,74,feature phone
496,false,45,Male,41,47,postpaid,35,77,74,15,56,65,debit card,44,1,15,2/21/2024,false,33,6,smartphone
497,false,78,Female,57,41,prepaid,74,69,22,98,52,32,debit card,36,3,100,5/23/2024,true,91,88,feature phone
498,true,75,Male,15,37,prepaid,86,53,64,81,83,13,bank transfer,41,3,79,11/5/2022,true,73,95,smartphone
499,false,37,Male,39,63,prepaid,32,15,93,76,94,12,debit card,32,4,65,12/30/2023,false,83,78,feature phone
500,false,24,Female,55,13,postpaid,81,75,69,84,91,80,credit card,19,3,53,3/1/2024,false,58,78,feature phone
501,false,84,Female,37,87,prepaid,33,78,24,87,89,73,credit card,57,5,10,11/10/2023,true,75,81,feature phone
502,false,54,Male,99,61,prepaid,71,31,16,71,41,12,bank transfer,70,3,76,9/9/2025,true,61,96,smartphone
503,true,22,Female,29,34,postpaid,65,66,81,79,52,25,bank transfer,60,3,69,8/5/2022,false,98,2,smartphone
504,true,22,Male,38,4,postpaid,17,93,1,68,3,25,credit card,77,2,38,5/27/2023,true,67,5,feature phone
505,false,61,Male,78,11,prepaid,52,57,92,40,56,93,bank transfer,67,1,80,12/7/2025,false,93,70,tablet
506,false,38,Male,100,64,prepaid,99,7,98,19,76,4,debit card,54,2,35,12/14/2023,false,96,42,feature phone
507,true,84,Female,67,51,prepaid,83,3,89,42,22,87,bank transfer,20,1,4,9/23/2022,false,10,61,feature phone
508,false,78,Genderqueer,24,5,prepaid,74,20,75,29,90,16,debit card,96,2,96,8/25/2022,false,94,95,feature phone
509,true,50,Female,53,18,postpaid,80,32,47,85,88,48,debit card,88,5,80,1/27/2024,false,71,67,smartphone
510,true,18,Male,62,38,prepaid,76,94,49,11,39,77,bank transfer,62,4,98,4/18/2023,false,94,100,smartphone
511,true,26,Female,96,29,postpaid,90,58,56,55,42,33,bank transfer,64,3,35,10/7/2024,false,4,78,tablet
512,true,51,Male,58,19,postpaid,6,95,27,96,29,70,debit card,64,2,72,1/27/2022,true,37,89,feature phone
513,false,53,Female,70,36,postpaid,30,62,70,43,34,64,credit card,83,2,89,3/16/2023,true,94,97,smartphone
514,false,35,Male,37,8,prepaid,65,31,89,28,18,69,bank transfer,71,5,36,2/16/2023,true,76,72,tablet
515,true,85,Male,89,7,postpaid,7,14,54,11,70,64,bank transfer,24,1,71,8/1/2025,false,41,61,feature phone
516,false,26,Female,47,98,prepaid,44,36,100,89,82,92,debit card,100,1,3,6/10/2025,true,8,95,smartphone
517,false,76,Male,32,97,prepaid,2,68,22,48,75,94,bank transfer,44,4,94,5/19/2025,true,94,62,smartphone
518,false,50,Female,50,30,prepaid,24,8,38,7,85,79,debit card,67,5,78,12/19/2023,true,13,11,smartphone
519,true,42,Male,60,87,prepaid,57,37,54,28,69,75,debit card,76,1,10,7/21/2024,false,98,24,smartphone
520,false,79,Male,16,4,postpaid,62,79,50,73,92,34,credit card,30,3,84,7/11/2022,false,39,54,tablet
521,false,37,Female,18,96,prepaid,21,54,12,12,70,98,bank transfer,29,3,55,7/1/2024,true,51,95,feature phone
522,true,65,Female,7,3,postpaid,62,90,58,59,85,49,debit card,18,4,90,1/27/2022,true,33,62,smartphone
523,true,40,Male,19,70,postpaid,18,84,76,92,20,52,credit card,68,1,77,10/6/2022,false,30,81,tablet
524,true,64,Male,1,48,postpaid,38,1,9,54,62,3,debit card,41,5,12,10/16/2023,false,3,43,tablet
525,false,24,Male,57,79,postpaid,25,18,20,61,87,9,credit card,70,2,59,11/8/2022,true,70,36,smartphone
526,false,22,Polygender,92,93,postpaid,48,64,17,6,59,4,debit card,55,2,62,1/7/2024,false,53,93,tablet
527,true,19,Male,44,50,prepaid,81,67,64,42,86,20,debit card,40,5,64,12/3/2025,false,15,67,feature phone
528,false,48,Agender,50,77,prepaid,41,24,66,34,94,14,bank transfer,20,3,16,6/19/2022,true,92,35,tablet
529,true,53,Genderfluid,25,39,postpaid,77,4,14,20,67,16,bank transfer,20,5,51,11/3/2024,false,23,85,smartphone
530,false,35,Male,16,68,prepaid,57,81,85,37,11,25,debit card,64,5,43,9/7/2024,false,92,84,feature phone
531,false,52,Female,83,1,postpaid,8,3,79,24,23,100,credit card,24,1,23,7/24/2024,false,14,94,feature phone
532,false,43,Female,33,10,postpaid,74,23,45,95,9,67,bank transfer,23,3,81,12/3/2025,false,50,86,tablet
533,false,46,Male,2,96,prepaid,63,36,63,14,3,31,debit card,33,5,5,2/12/2025,true,70,7,feature phone
534,false,57,Male,85,50,postpaid,60,100,94,66,35,15,credit card,58,2,54,8/12/2023,true,33,73,smartphone
535,false,54,Female,45,7,prepaid,68,38,48,11,3,92,bank transfer,46,1,29,8/7/2024,true,20,55,smartphone
536,true,57,Male,1,9,postpaid,39,69,70,64,86,97,bank transfer,92,2,69,11/23/2025,false,29,26,feature phone
537,false,30,Male,6,97,postpaid,44,5,74,61,94,60,credit card,77,3,40,12/19/2024,true,29,61,tablet
538,false,63,Male,43,12,postpaid,20,85,64,39,30,42,debit card,9,2,9,1/5/2022,false,83,75,tablet
539,true,26,Female,66,77,postpaid,75,2,36,31,89,68,credit card,49,2,40,1/5/2023,true,65,66,tablet
540,false,37,Male,96,46,postpaid,48,30,40,26,96,57,credit card,43,4,51,12/23/2024,false,64,32,tablet
541,true,55,Female,99,47,postpaid,49,40,87,38,89,88,credit card,67,1,8,3/3/2024,true,16,88,smartphone
542,false,83,Male,99,23,prepaid,18,24,8,66,70,96,credit card,32,2,35,1/8/2023,false,75,38,smartphone
543,false,67,Female,75,66,prepaid,36,5,54,65,28,49,debit card,75,1,90,3/26/2024,true,21,54,tablet
544,false,77,Female,85,54,prepaid,55,60,8,50,3,7,debit card,65,3,2,3/15/2024,false,11,11,smartphone
545,false,45,Female,99,86,prepaid,37,27,75,53,49,48,credit card,45,2,80,11/3/2022,false,15,95,smartphone
546,false,54,Female,67,89,prepaid,64,78,74,58,60,97,debit card,28,2,89,4/12/2022,false,27,14,feature phone
547,false,71,Female,84,41,postpaid,56,95,43,72,36,37,credit card,12,1,45,8/3/2023,false,26,27,tablet
548,false,74,Male,34,45,prepaid,49,32,28,100,58,82,credit card,26,2,23,3/29/2025,false,58,83,tablet
549,false,82,Female,72,88,prepaid,63,14,41,39,22,18,bank transfer,43,3,32,3/20/2023,false,98,28,smartphone
550,false,64,Female,61,97,postpaid,68,100,61,72,33,67,credit card,5,5,28,6/5/2023,true,26,8,tablet
551,true,56,Female,47,25,prepaid,37,93,16,83,6,96,bank transfer,97,5,15,12/5/2023,true,33,86,tablet
552,false,49,Male,4,12,postpaid,3,67,6,40,19,70,debit card,65,2,67,3/17/2022,false,95,64,smartphone
553,false,49,Male,65,88,postpaid,83,28,15,48,41,19,credit card,53,4,6,1/2/2023,true,84,39,feature phone
554,true,74,Male,83,57,postpaid,33,30,91,4,20,81,debit card,48,1,96,4/25/2022,false,40,34,tablet
555,false,73,Female,66,67,prepaid,2,16,62,8,61,76,credit card,14,2,34,7/19/2024,true,99,43,feature phone
556,false,31,Female,44,88,prepaid,97,72,8,91,20,9,credit card,25,5,23,2/23/2025,true,39,84,feature phone
557,false,31,Female,10,16,prepaid,28,49,49,33,57,46,debit card,73,1,41,6/10/2025,false,37,89,feature phone
558,false,52,Male,46,1,prepaid,13,78,2,33,69,96,debit card,73,1,73,9/8/2025,true,57,25,feature phone
559,false,37,Male,52,29,postpaid,5,37,83,19,80,36,credit card,88,2,7,12/17/2024,true,64,51,tablet
560,true,46,Genderfluid,11,53,prepaid,94,30,79,48,2,2,bank transfer,22,3,28,7/1/2024,false,28,31,feature phone
561,true,33,Male,89,42,prepaid,6,48,16,60,85,54,debit card,77,5,54,2/7/2024,true,11,81,tablet
562,true,73,Male,68,99,postpaid,35,58,2,7,92,81,credit card,8,1,89,6/25/2025,false,75,23,feature phone
563,false,32,Male,37,78,prepaid,60,26,26,99,20,96,debit card,97,2,99,10/5/2025,true,85,65,smartphone
564,true,62,Male,61,27,prepaid,6,96,92,4,75,22,bank transfer,96,1,52,4/23/2024,false,65,69,smartphone
565,false,75,Female,22,72,postpaid,80,98,87,59,92,63,debit card,67,4,3,2/15/2025,false,7,12,tablet
566,false,35,Male,62,5,postpaid,72,85,17,16,92,43,debit card,35,1,71,7/15/2025,false,14,25,smartphone
567,false,38,Male,16,85,prepaid,4,83,86,78,29,90,bank transfer,78,1,90,3/12/2025,false,56,66,tablet
568,true,67,Female,30,28,prepaid,26,17,67,20,13,16,bank transfer,13,5,6,12/25/2022,true,59,66,smartphone
569,true,70,Female,29,10,postpaid,94,4,75,85,41,9,bank transfer,80,2,29,1/24/2024,true,63,34,tablet
570,false,49,Male,7,23,postpaid,63,79,53,39,11,38,debit card,54,2,42,11/24/2024,false,14,86,smartphone
571,true,75,Female,37,7,postpaid,99,24,75,23,31,31,debit card,24,1,99,9/23/2024,true,96,43,feature phone
572,false,39,Male,3,97,prepaid,3,47,100,45,93,92,bank transfer,70,4,89,12/19/2022,true,18,94,smartphone
573,false,58,Bigender,94,60,postpaid,78,77,80,92,84,10,bank transfer,31,3,37,10/23/2025,true,9,27,smartphone
574,false,47,Female,47,94,postpaid,89,19,98,89,98,22,debit card,71,5,60,11/25/2022,true,43,76,smartphone
575,true,30,Male,67,33,postpaid,44,98,27,67,98,41,credit card,20,1,52,7/2/2022,true,10,25,tablet
576,false,29,Male,61,33,prepaid,88,95,55,13,5,71,debit card,94,5,77,8/18/2023,true,76,98,feature phone
577,true,85,Female,85,70,postpaid,35,33,22,59,28,74,credit card,63,1,96,5/1/2025,false,48,18,tablet
578,true,54,Male,31,41,prepaid,8,10,97,62,68,75,debit card,16,2,42,12/18/2023,true,37,63,tablet
579,true,23,Male,16,80,prepaid,50,30,17,35,16,71,credit card,50,3,19,2/22/2024,false,68,59,smartphone
580,false,52,Male,55,10,postpaid,28,34,59,56,25,16,bank transfer,77,2,95,5/13/2022,true,63,90,tablet
581,true,85,Male,60,36,prepaid,13,69,100,60,55,46,debit card,66,4,92,3/29/2023,false,55,79,smartphone
582,false,57,Male,97,78,postpaid,49,18,85,99,92,28,bank transfer,50,4,64,9/9/2024,false,85,17,tablet
583,false,55,Male,64,84,prepaid,82,8,20,59,25,88,credit card,29,4,85,4/11/2023,false,73,63,tablet
584,true,38,Polygender,35,23,postpaid,53,46,97,80,44,91,credit card,95,4,37,1/21/2025,true,38,52,tablet
585,true,61,Female,24,43,postpaid,48,41,14,17,80,66,credit card,61,1,46,8/18/2023,false,53,20,feature phone
586,true,19,Male,38,83,prepaid,7,10,67,7,84,47,bank transfer,3,4,10,11/1/2022,true,90,95,smartphone
587,false,38,Female,49,26,prepaid,27,73,6,34,80,85,debit card,1,2,19,2/11/2025,true,88,83,tablet
588,true,18,Male,22,45,postpaid,8,48,7,64,97,29,credit card,51,3,13,3/5/2022,false,21,67,feature phone
589,true,50,Female,61,6,postpaid,49,10,59,69,38,59,credit card,91,5,38,4/12/2022,true,71,20,smartphone
590,true,28,Bigender,61,58,postpaid,35,81,35,5,37,65,credit card,100,5,17,5/2/2025,true,57,92,feature phone
591,false,51,Male,52,96,postpaid,31,98,30,60,23,55,credit card,90,3,87,7/15/2024,false,30,39,feature phone
592,false,57,Male,33,16,postpaid,93,26,62,11,9,15,debit card,5,1,36,4/16/2022,true,27,36,tablet
593,true,24,Female,99,68,postpaid,2,31,51,4,91,86,credit card,37,2,83,12/3/2024,true,79,60,tablet
594,true,65,Female,93,91,prepaid,68,12,2,65,49,67,debit card,9,3,7,7/22/2024,true,70,75,feature phone
595,false,80,Male,9,40,prepaid,100,38,6,34,81,36,credit card,76,1,100,11/12/2023,true,56,91,tablet
596,true,73,Female,33,32,prepaid,48,94,100,85,76,32,bank transfer,83,4,34,10/2/2024,true,32,67,tablet
597,true,76,Male,53,87,prepaid,68,93,12,75,87,10,debit card,89,5,46,12/12/2024,false,71,85,feature phone
598,true,55,Male,66,96,postpaid,52,43,90,21,73,50,credit card,65,4,76,7/15/2023,true,63,17,feature phone
599,false,27,Male,27,64,postpaid,10,52,6,25,98,96,debit card,76,1,100,11/16/2022,true,91,70,smartphone
600,false,50,Male,59,46,postpaid,43,27,20,51,57,48,debit card,29,5,98,7/1/2023,false,19,93,smartphone
601,true,74,Agender,23,15,prepaid,16,55,74,46,77,90,credit card,56,2,71,11/6/2024,false,24,23,smartphone
602,true,53,Male,14,80,postpaid,27,10,97,88,11,90,bank transfer,9,2,73,5/17/2024,false,57,35,smartphone
603,true,49,Female,15,12,postpaid,7,79,15,33,19,48,debit card,1,5,68,11/7/2022,true,64,53,smartphone
604,false,56,Male,70,62,postpaid,19,61,11,22,68,6,debit card,43,1,42,2/7/2022,true,51,43,tablet
605,false,64,Polygender,61,93,prepaid,66,61,20,32,25,4,bank transfer,66,3,65,7/4/2024,false,1,3,smartphone
606,false,69,Male,28,5,postpaid,58,46,17,34,6,58,debit card,32,4,45,8/29/2023,true,45,78,tablet
607,true,78,Female,61,3,postpaid,59,18,7,63,86,75,credit card,28,4,46,5/4/2025,true,15,76,tablet
608,true,66,Female,24,74,postpaid,11,5,52,90,61,37,bank transfer,48,2,41,5/28/2025,true,28,92,tablet
609,true,63,Male,4,71,postpaid,52,46,41,79,100,33,credit card,75,2,65,12/4/2023,false,34,54,smartphone
610,false,65,Female,16,57,postpaid,24,3,100,90,23,81,credit card,17,4,71,11/30/2025,false,88,86,feature phone
611,false,47,Male,15,75,prepaid,63,95,33,33,100,84,credit card,42,2,53,2/1/2022,false,47,77,smartphone
612,false,20,Female,31,19,postpaid,3,10,5,66,55,3,credit card,74,5,56,5/20/2023,false,74,64,tablet
613,true,78,Genderfluid,29,73,prepaid,58,84,87,81,2,62,debit card,79,3,100,11/1/2022,false,14,45,smartphone
614,true,30,Male,97,3,postpaid,44,73,50,75,5,49,credit card,81,3,70,11/30/2024,true,28,27,tablet
615,true,18,Male,5,9,postpaid,37,64,4,11,71,17,bank transfer,79,2,11,2/25/2023,true,82,76,feature phone
616,false,85,Female,46,38,postpaid,61,33,57,49,70,40,debit card,95,3,16,7/2/2024,false,69,29,feature phone
617,true,36,Female,53,46,postpaid,97,38,58,43,53,31,bank transfer,4,4,68,11/25/2025,false,22,28,tablet
618,false,82,Male,7,50,prepaid,41,32,71,28,81,1,credit card,44,5,76,11/30/2022,false,15,81,smartphone
619,false,53,Female,93,91,postpaid,30,95,72,16,75,5,debit card,13,1,31,5/7/2023,false,91,2,smartphone
620,true,50,Female,50,36,postpaid,100,22,27,64,89,32,bank transfer,44,5,91,11/19/2023,true,65,40,tablet
621,false,72,Male,95,33,prepaid,9,85,66,23,44,66,bank transfer,52,2,83,9/28/2022,false,82,23,smartphone
622,true,39,Male,16,48,prepaid,50,88,35,3,62,88,debit card,45,1,37,10/30/2023,false,85,14,smartphone
623,false,63,Male,45,6,prepaid,45,88,88,26,50,59,bank transfer,73,2,81,10/28/2025,false,12,71,tablet
624,false,53,Female,99,7,postpaid,8,17,11,23,23,18,bank transfer,39,2,68,1/17/2022,true,89,99,feature phone
625,false,34,Female,3,64,prepaid,45,29,46,37,100,98,debit card,15,1,69,11/1/2025,true,2,39,feature phone
626,true,36,Male,42,95,postpaid,91,34,61,13,11,74,debit card,23,5,60,2/17/2024,true,100,83,feature phone
627,true,82,Female,46,24,postpaid,75,42,18,81,42,19,credit card,77,4,88,9/5/2023,false,45,2,feature phone
628,false,19,Female,93,46,postpaid,68,31,44,75,76,12,debit card,30,5,22,8/12/2023,false,56,96,smartphone
629,false,37,Male,80,13,prepaid,62,91,74,60,57,40,debit card,6,4,19,10/31/2022,true,71,99,smartphone
630,true,28,Female,13,55,prepaid,27,30,6,65,12,86,bank transfer,91,2,57,8/28/2024,true,36,5,tablet
631,false,44,Male,66,6,postpaid,36,4,89,11,52,43,debit card,63,1,67,4/2/2024,false,41,27,smartphone
632,true,66,Genderqueer,19,2,prepaid,44,44,28,2,54,69,bank transfer,33,1,75,9/14/2022,true,68,60,smartphone
633,true,44,Male,50,89,prepaid,8,95,41,100,7,22,credit card,22,5,42,4/5/2024,true,21,100,tablet
634,true,20,Male,52,37,postpaid,41,53,49,91,30,88,debit card,99,1,76,3/31/2022,false,30,97,tablet
635,false,30,Male,51,73,prepaid,31,5,31,64,61,65,credit card,61,1,42,7/5/2023,false,71,31,tablet
636,false,65,Female,54,23,postpaid,87,35,64,91,69,66,credit card,75,4,84,4/12/2023,false,4,5,tablet
637,false,69,Female,82,44,prepaid,79,26,28,67,69,19,bank transfer,1,1,26,7/28/2024,true,23,59,feature phone
638,true,60,Female,19,33,postpaid,41,64,50,73,83,52,credit card,61,5,54,12/4/2022,true,33,47,smartphone
639,true,62,Female,20,37,postpaid,75,43,72,73,55,44,credit card,28,5,10,8/9/2023,false,72,3,smartphone
640,true,76,Female,57,63,postpaid,45,84,58,40,94,3,bank transfer,76,1,95,11/4/2022,false,44,90,tablet
641,true,73,Male,97,1,prepaid,13,28,22,8,87,57,debit card,21,4,89,4/26/2022,false,40,84,feature phone
642,true,63,Female,72,68,prepaid,24,16,41,30,66,62,bank transfer,34,5,60,11/2/2025,false,74,75,tablet
643,false,53,Female,92,4,postpaid,88,19,41,64,14,28,credit card,19,2,4,7/3/2025,true,55,88,smartphone
644,true,25,Female,97,79,prepaid,35,81,3,43,9,55,debit card,55,1,24,10/29/2025,false,70,55,tablet
645,true,63,Female,91,21,prepaid,32,69,22,84,69,73,credit card,99,3,25,1/29/2022,false,74,79,smartphone
646,true,59,Female,63,57,postpaid,51,52,37,75,61,35,debit card,41,2,68,10/2/2022,true,34,91,tablet
647,true,68,Male,53,33,prepaid,21,16,30,72,24,1,debit card,68,2,2,7/12/2022,false,7,84,feature phone
648,true,27,Genderfluid,75,97,prepaid,1,94,29,5,69,26,bank transfer,57,3,6,2/26/2024,true,51,85,feature phone
649,false,37,Female,25,74,postpaid,21,63,44,39,68,19,credit card,28,5,14,5/11/2022,true,94,1,tablet
650,false,35,Female,86,60,postpaid,69,86,96,88,82,48,debit card,64,5,65,5/25/2025,false,29,24,smartphone
651,true,33,Polygender,15,95,postpaid,26,86,28,61,22,79,credit card,76,1,37,8/16/2025,false,42,19,smartphone
652,false,39,Female,36,16,postpaid,15,10,7,43,92,45,credit card,7,3,38,8/18/2025,false,2,17,smartphone
653,true,38,Agender,17,95,postpaid,36,45,31,95,75,57,credit card,31,5,21,11/15/2025,false,20,59,feature phone
654,true,70,Female,62,44,postpaid,24,3,95,36,27,30,bank transfer,71,5,39,10/14/2023,false,8,94,smartphone
655,false,46,Male,50,32,prepaid,6,24,89,45,42,48,bank transfer,66,3,91,11/18/2022,false,52,50,smartphone
656,false,44,Male,66,91,prepaid,76,34,44,41,1,29,debit card,44,1,24,12/22/2024,false,53,31,smartphone
657,true,22,Female,68,87,postpaid,91,67,82,20,74,99,bank transfer,36,1,61,7/21/2024,false,51,64,tablet
658,true,80,Female,30,18,postpaid,75,25,76,49,68,11,debit card,12,1,97,5/22/2022,false,62,21,smartphone
659,false,27,Male,64,47,prepaid,23,83,76,37,50,41,debit card,74,3,7,2/13/2022,false,62,94,smartphone
660,false,33,Female,55,71,postpaid,91,35,80,85,25,75,bank transfer,75,4,29,12/16/2025,true,34,87,tablet
661,true,35,Male,93,2,postpaid,34,49,24,16,1,36,debit card,90,3,48,10/28/2024,true,16,13,smartphone
662,true,31,Agender,5,15,postpaid,10,92,53,82,20,92,credit card,2,3,99,8/23/2023,false,66,35,smartphone
663,false,26,Female,16,2,postpaid,4,31,86,50,79,74,debit card,72,4,4,11/19/2024,false,3,83,tablet
664,false,84,Female,38,46,prepaid,48,36,1,35,58,6,bank transfer,89,3,83,4/15/2025,true,27,10,smartphone
665,true,69,Non-binary,86,99,postpaid,1,73,72,5,12,33,debit card,82,4,97,11/26/2025,true,98,55,feature phone
666,false,37,Male,95,16,prepaid,35,13,92,20,94,80,debit card,89,1,43,3/25/2022,false,40,13,smartphone
667,false,22,Male,57,2,prepaid,20,6,97,22,77,78,credit card,83,1,47,4/30/2023,true,55,78,tablet
668,true,42,Female,34,16,postpaid,47,72,85,11,40,23,debit card,45,4,96,12/15/2023,true,50,38,smartphone
669,true,23,Male,18,37,postpaid,25,87,96,88,8,12,credit card,92,3,79,1/12/2023,true,74,25,smartphone
670,true,83,Female,84,2,postpaid,31,92,74,16,76,2,bank transfer,14,1,85,3/11/2024,false,33,44,tablet
671,true,50,Male,9,72,prepaid,38,65,70,16,71,62,bank transfer,80,3,30,4/19/2022,true,3,57,smartphone
672,false,28,Male,27,9,prepaid,83,24,21,93,35,76,credit card,50,5,76,7/8/2023,true,30,22,smartphone
673,false,22,Male,66,36,postpaid,90,62,87,3,5,76,credit card,64,5,68,1/24/2023,false,74,11,feature phone
674,false,80,Male,55,5,postpaid,1,45,2,64,70,24,debit card,92,2,77,2/10/2024,true,100,98,feature phone
675,true,45,Male,42,77,prepaid,26,92,73,21,15,11,debit card,59,4,7,8/7/2024,false,26,71,feature phone
676,true,53,Male,5,100,prepaid,37,91,67,58,64,17,credit card,10,1,8,9/29/2025,false,73,98,feature phone
677,true,35,Polygender,15,63,prepaid,68,65,47,50,27,87,debit card,96,5,8,12/21/2023,false,2,91,feature phone
678,true,83,Agender,37,40,postpaid,57,75,33,65,53,59,credit card,82,3,12,3/19/2023,false,14,56,smartphone
679,false,21,Male,95,41,prepaid,89,2,82,80,92,31,bank transfer,86,4,63,6/19/2023,true,59,71,smartphone
680,true,83,Male,2,95,prepaid,99,35,20,45,85,75,debit card,32,2,59,12/24/2023,true,49,14,tablet
681,false,48,Male,85,11,postpaid,97,86,23,7,46,25,debit card,98,4,17,8/14/2024,false,23,99,feature phone
682,false,49,Male,75,60,postpaid,47,65,17,46,82,80,credit card,8,3,78,9/15/2022,false,87,74,tablet
683,false,84,Female,100,96,prepaid,3,21,72,91,54,88,debit card,12,3,91,12/21/2023,true,56,96,tablet
684,false,51,Male,71,91,prepaid,35,13,26,33,18,9,debit card,61,5,15,11/27/2024,false,64,57,tablet
685,true,83,Male,54,45,prepaid,22,87,53,85,33,90,credit card,75,3,67,12/30/2024,true,86,24,feature phone
686,false,74,Male,71,79,postpaid,48,72,17,73,72,45,debit card,45,1,57,3/6/2023,false,46,87,smartphone
687,true,50,Male,35,57,prepaid,23,39,17,56,82,72,credit card,63,4,57,2/13/2025,true,94,87,feature phone
688,false,32,Genderfluid,55,51,postpaid,96,100,51,73,99,64,debit card,20,2,21,1/14/2024,false,60,53,smartphone
689,true,50,Female,60,69,prepaid,23,58,82,25,94,34,bank transfer,60,2,55,12/17/2023,false,62,3,smartphone
690,true,64,Female,52,13,prepaid,1,87,91,30,38,83,bank transfer,11,2,5,10/24/2023,true,71,85,smartphone
691,true,40,Male,8,2,postpaid,80,23,51,85,18,43,credit card,8,4,75,2/6/2024,true,83,80,feature phone
692,true,29,Male,40,92,postpaid,12,29,17,50,63,6,debit card,64,4,53,5/14/2024,true,96,17,tablet
693,false,50,Male,41,1,postpaid,15,2,38,99,92,52,credit card,29,4,60,6/13/2024,true,31,19,tablet
694,false,57,Female,2,55,postpaid,92,70,76,92,49,28,debit card,81,4,11,10/11/2025,true,33,27,tablet
695,false,81,Female,21,84,prepaid,76,94,25,80,38,5,debit card,35,2,81,8/16/2022,false,68,38,feature phone
696,true,67,Male,86,34,prepaid,96,21,61,69,19,30,bank transfer,18,5,80,11/23/2022,true,22,96,tablet
697,false,83,Male,35,60,postpaid,79,67,96,83,22,51,debit card,77,1,86,11/20/2025,false,93,14,tablet
698,false,37,Female,78,77,prepaid,22,62,80,98,18,44,debit card,82,4,11,3/22/2024,true,78,8,smartphone
699,true,65,Female,22,44,prepaid,66,81,13,87,3,38,debit card,38,4,40,8/29/2025,true,6,97,feature phone
700,false,59,Male,45,88,postpaid,75,40,16,8,17,39,credit card,47,3,16,12/18/2022,true,49,77,feature phone
701,true,80,Male,6,80,prepaid,96,38,75,25,72,71,credit card,94,3,13,1/9/2025,true,62,51,feature phone
702,false,23,Male,82,4,prepaid,14,8,78,43,21,92,debit card,82,5,100,12/30/2024,false,50,36,tablet
703,true,37,Non-binary,74,99,postpaid,8,89,62,41,80,76,bank transfer,47,4,47,8/12/2023,false,56,77,feature phone
704,false,35,Male,11,3,prepaid,72,99,38,98,50,74,credit card,29,4,30,7/23/2024,false,5,63,smartphone
705,false,20,Female,34,97,postpaid,79,84,18,29,37,36,bank transfer,80,3,89,7/8/2022,false,7,81,smartphone
